state,date,households,persons,avg_per_household,avg_per_person,total_cost
Alaska,1996-09-01,16094,47318,276.13,93.92,4444113
Arizona,1995-10-01,162470,437661,168.79,62.66,27423615
Arizona,1995-11-01,160902,434049,200.51,74.33,32261668
Arizona,1995-12-01,159044,426175,200.21,74.72,31842370
Arizona,1996-01-01,158508,424247,196.61,73.46,31164941
Arizona,1996-02-01,159417,427336,195.92,73.09,31232410
Arizona,1996-03-01,160710,429693,197.53,73.88,31745125
Arizona,1996-04-01,160458,430362,195.94,73.05,31439747
Arizona,1996-05-01,159135,428080,195.86,72.81,31167946
Arizona,1996-06-01,157088,423908,195.69,72.52,30740340
Arizona,1996-07-01,156861,423955,197.57,73.1,30991277
Arizona,1996-08-01,156879,424937,197.68,72.98,31012422
Arizona,1996-09-01,155181,419372,196.44,72.69,30484448
California,1995-10-01,1185630,3227797,173.28,63.65,205444711
California,1995-11-01,1181034,3243734,182.83,66.57,215925856
California,1995-12-01,1181365,3146819,182.15,68.38,215184260
California,1996-01-01,1170489,3134412,182.45,68.13,213552429
California,1996-02-01,1176893,3152472,180.91,67.54,212908307
California,1996-03-01,1193354,3195064,183.23,68.44,218658170
California,1996-04-01,1187664,3181949,182.49,68.11,216730981
California,1996-05-01,1178592,3157498,181.63,67.79,214062078
California,1996-06-01,1165200,3128369,183.8,68.46,214167087
California,1996-07-01,1148140,3073894,183.06,68.38,210177552
California,1996-08-01,1143410,3076115,185.62,69.0,212240093
California,1996-09-01,1117809,3002553,184.15,68.56,205844697
Guam,1995-10-01,5373,16693,398.88,128.39,2143186
Guam,1995-11-01,5474,17059,395.98,127.06,2167574
Guam,1995-12-01,5536,17337,399.06,127.43,2209211
Guam,1996-01-01,5561,17412,395.65,126.36,2200182
Guam,1996-02-01,5558,17408,397.43,126.89,2208906
Guam,1996-03-01,5652,17687,396.66,126.76,2241930
Guam,1996-04-01,5622,17636,395.94,126.22,2225986
Guam,1996-05-01,5665,17728,397.65,127.07,2252669
Guam,1996-06-01,5717,17853,397.53,127.3,2272655
Guam,1996-07-01,5754,17986,396.14,126.73,2279392
Guam,1996-08-01,5812,18169,397.75,127.23,2311731
Guam,1996-09-01,5818,18214,397.2,126.88,2310908
Hawaii,1995-10-01,57858,129200,290.72,130.19,16820708
Hawaii,1995-11-01,57910,129145,276.57,124.02,16016422
Hawaii,1995-12-01,58717,131155,276.93,123.98,16260454
Hawaii,1996-01-01,58705,130683,276.67,124.29,16241986
Hawaii,1996-02-01,58339,129739,273.32,122.9,15945365
Hawaii,1996-03-01,58704,130758,282.65,126.89,16592489
Hawaii,1996-04-01,58470,130196,282.75,126.98,16532320
Hawaii,1996-05-01,58519,130084,278.43,125.26,16293681
Hawaii,1996-06-01,58402,129970,279.56,125.62,16326755
Hawaii,1996-07-01,58950,130884,275.36,124.02,16232597
Hawaii,1996-08-01,58635,130414,278.96,125.42,16356996
Hawaii,1996-09-01,59259,131898,277.1,124.5,16420690
Idaho,1995-10-01,29893,78407,166.82,63.6,4986631
Idaho,1995-11-01,29659,77816,167.42,63.81,4965482
Idaho,1995-12-01,30636,80554,167.8,63.82,5140637
Idaho,1996-01-01,31115,81814,168.92,64.24,5255804
Idaho,1996-02-01,31293,82651,171.9,65.08,5379184
Idaho,1996-03-01,32120,84780,170.51,64.6,5476760
Idaho,1996-04-01,31681,83417,170.58,64.78,5404055
Idaho,1996-05-01,31016,81641,168.21,63.9,5217244
Idaho,1996-06-01,30060,78885,167.18,63.71,5025401
Idaho,1996-07-01,29758,77818,165.4,63.25,4922120
Idaho,1996-08-01,29150,76209,164.47,62.91,4794196
Idaho,1996-09-01,28631,74266,163.4,62.99,4678329
Nevada,1995-10-01,45962,98066,171.77,80.5,7894677
Nevada,1995-11-01,45880,97870,167.35,78.45,7678097
Nevada,1995-12-01,46373,98501,170.22,80.14,7893487
Nevada,1996-01-01,46742,99346,168.57,79.31,7879417
Nevada,1996-02-01,46673,98909,162.92,76.88,7603915
Nevada,1996-03-01,46822,98657,171.28,81.29,8019767
Nevada,1996-04-01,46223,97398,163.97,77.82,7579218
Nevada,1996-05-01,45923,96468,163.69,77.92,7517033
Nevada,1996-06-01,45467,95178,159.72,76.3,7262137
Nevada,1996-07-01,45118,94367,168.42,80.53,7598910
Nevada,1996-08-01,44859,93835,162.62,77.74,7294760
Nevada,1996-09-01,44148,91944,158.4,76.06,6993177
Oregon,1995-10-01,130945,280516,164.74,76.9,21571821
Oregon,1995-11-01,132633,284398,165.55,77.2,21956790
Oregon,1995-12-01,133977,287327,166.83,77.79,22352011
Oregon,1996-01-01,136231,291561,162.49,75.92,22136551
Oregon,1996-02-01,138939,298480,165.68,77.12,23020091
Oregon,1996-03-01,140167,299966,164.24,76.75,23021367
Oregon,1996-04-01,138544,294833,158.06,74.27,21898480
Oregon,1996-05-01,138052,293700,157.3,73.94,21714929
Oregon,1996-06-01,134847,285434,155.21,73.33,20929884
Oregon,1996-07-01,133350,283738,155.56,73.11,20744368
Oregon,1996-08-01,131867,279835,154.83,72.96,20417140
Oregon,1996-09-01,128877,271491,152.32,72.31,19630271
Washington,1995-10-01,200243,462615,177.01,76.62,35445529
Washington,1995-11-01,201965,465761,184.43,79.97,37248661
Washington,1995-12-01,203414,471011,171.27,73.97,34839682
Washington,1996-01-01,205836,476919,177.31,76.53,36497332
Washington,1996-02-01,208088,482020,175.24,75.65,36465064
Washington,1996-03-01,209527,484188,176.02,76.17,36880005
Washington,1996-04-01,206562,477508,176.69,76.43,36496781
Washington,1996-05-01,204519,469782,169.54,73.81,34674217
Washington,1996-06-01,190382,484940,184.27,72.34,35081038
Washington,1996-07-01,211712,493112,163.68,70.28,34653447
Washington,1996-08-01,217559,507802,158.84,68.05,34557990
Washington,1996-09-01,203641,465036,162.35,71.09,33061348
US Summary,1995-10-01,10674284,26015906,176.55,72.44,1884596331
US Summary,1995-11-01,10609644,25857801,178.15,73.09,1890056891
US Summary,1995-12-01,10673816,25880962,177.82,73.34,1898014748
US Summary,1996-01-01,10688443,25899749,178.17,73.53,1904360481
US Summary,1996-02-01,10672295,25818291,178.28,73.69,1902674557
US Summary,1996-03-01,10695376,25885340,178.63,73.81,1910496638
US Summary,1996-04-01,10619593,25643720,177.26,73.41,1882435002
US Summary,1996-05-01,10572935,25556902,176.26,72.92,1863570021
US Summary,1996-06-01,10394291,25183399,176.24,72.74,1831845064
US Summary,1996-07-01,10354578,24968781,175.51,72.78,1817315955
US Summary,1996-08-01,10330444,24932297,176.45,73.11,1822833003
US Summary,1996-09-01,10301253,24867226,177.83,73.67,1831909676
Connecticut,1996-10-01,97428,216846,150.27,67.51,14640284
Connecticut,1996-11-01,96226,214640,151.87,68.09,14614196
Connecticut,1996-12-01,95628,213636,154.41,69.12,14765796
Connecticut,1997-01-01,95083,212671,148.29,66.3,14099956
Connecticut,1997-02-01,95425,212913,152.35,68.28,14538238
Connecticut,1997-03-01,92729,208567,150.85,67.07,13988279
Connecticut,1997-04-01,91387,205870,152.8,67.83,13964313
Connecticut,1997-05-01,92349,204660,151.22,68.23,13964911
Connecticut,1997-06-01,92143,205927,149.33,66.82,13760169
Connecticut,1997-07-01,92250,204400,150.52,67.93,13885044
Connecticut,1997-08-01,94584,207248,148.66,67.85,14060996
Connecticut,1997-09-01,94705,206966,144.24,66.0,13660221
Maine,1996-10-01,59302,125684,152.52,71.96,9044555
Maine,1996-11-01,59496,125854,150.19,71.0,8935968
Maine,1996-12-01,60030,126823,150.17,71.08,9014775
Maine,1997-01-01,60399,128034,148.09,69.86,8944781
Maine,1997-02-01,60793,129169,148.47,69.88,9026236
Maine,1997-03-01,59849,127975,148.12,69.27,8864959
Maine,1997-04-01,59057,125641,147.05,69.12,8684377
Maine,1997-05-01,58496,124260,146.21,68.83,8552544
Maine,1997-06-01,57464,122278,145.13,68.2,8339516
Maine,1997-07-01,56097,118284,144.37,68.47,8098588
Maine,1997-08-01,55470,116604,143.3,68.17,7948818
Maine,1997-09-01,54938,114592,142.18,68.16,7810933
Massachusetts,1996-10-01,159526,363117,150.51,66.12,24010472
Massachusetts,1996-11-01,157949,359534,147.14,64.64,23240492
Massachusetts,1996-12-01,155454,353910,146.44,64.32,22764526
Massachusetts,1997-01-01,154337,351396,148.73,65.33,22954968
Massachusetts,1997-02-01,153632,349793,144.18,63.33,22151339
Massachusetts,1997-03-01,153352,349171,144.01,63.25,22084978
Massachusetts,1997-04-01,149999,341542,146.42,64.31,21962901
Massachusetts,1997-05-01,149928,341381,142.21,62.46,21321388
Massachusetts,1997-06-01,141002,321085,147.5,64.77,20797433
Massachusetts,1997-07-01,144726,329551,144.47,63.45,20908714
Massachusetts,1997-08-01,136419,310643,149.03,65.45,20331005
Massachusetts,1997-09-01,133038,302932,148.22,65.09,19718594
New Hampshire,1996-10-01,21828,48602,142.59,64.04,3112561
New Hampshire,1996-11-01,21541,47787,141.84,63.94,3055388
New Hampshire,1996-12-01,21504,47672,141.36,63.76,3039774
New Hampshire,1997-01-01,21575,47790,140.24,63.31,3025688
New Hampshire,1997-02-01,21435,47470,142.95,64.55,3064202
New Hampshire,1997-03-01,21347,47444,142.53,64.13,3042663
New Hampshire,1997-04-01,21007,46657,141.58,63.75,2974209
New Hampshire,1997-05-01,20605,45730,140.68,63.39,2898636
New Hampshire,1997-06-01,20185,44723,139.96,63.17,2825065
New Hampshire,1997-07-01,19761,43557,138.95,63.04,2745829
New Hampshire,1997-08-01,19400,42707,137.24,62.34,2662525
New Hampshire,1997-09-01,19109,41858,134.25,61.29,2565411
New York,1996-10-01,957290,2034727,171.81,80.83,164469440
New York,1996-11-01,948063,2012823,168.81,79.51,160044332
New York,1996-12-01,929330,1966399,169.97,80.33,157961161
New York,1997-01-01,918966,1953080,164.99,77.63,151624213
New York,1997-02-01,910432,1940767,163.65,76.77,148988417
New York,1997-03-01,906899,1934523,164.41,77.07,149101657
New York,1997-04-01,901338,1915083,162.87,76.65,146799308
New York,1997-05-01,897644,1905826,161.19,75.92,144692170
New York,1997-06-01,887355,1904025,160.34,74.72,142276122
New York,1997-07-01,869902,1839502,161.13,76.2,140164307
New York,1997-08-01,866015,1829954,159.04,75.26,137728156
New York,1997-09-01,795190,1725872,168.19,77.49,133742984
Rhode Island,1996-10-01,34680,79834,165.06,71.7,5724321
Rhode Island,1996-11-01,43057,98803,167.47,72.98,7210654
Rhode Island,1996-12-01,41520,94449,165.23,72.64,6860430
Rhode Island,1997-01-01,35175,82552,172.84,73.65,6079785
Rhode Island,1997-02-01,37148,85023,163.04,71.23,6056562
Rhode Island,1997-03-01,38007,88055,164.41,70.96,6248606
Rhode Island,1997-04-01,34987,80004,152.88,66.86,5348684
Rhode Island,1997-05-01,38835,87803,145.91,64.53,5666302
Rhode Island,1997-06-01,34906,79480,147.05,64.58,5132761
Rhode Island,1997-07-01,33917,76684,144.61,63.96,4904840
Rhode Island,1997-08-01,36693,83043,144.83,63.99,5314166
Rhode Island,1997-09-01,34787,79799,148.72,64.83,5173516
Vermont,1996-10-01,25370,54286,136.69,63.88,3467806
Vermont,1996-11-01,25401,54130,135.49,63.58,3441479
Vermont,1996-12-01,25255,53944,154.96,72.55,3913536
Vermont,1997-01-01,25400,54549,122.94,57.25,3122795
Vermont,1997-02-01,25509,54478,137.05,64.17,3495986
Vermont,1997-03-01,25108,54000,134.85,62.7,3385754
Vermont,1997-04-01,25065,53800,135.51,63.13,3396541
Vermont,1997-05-01,24707,53150,133.01,61.83,3286175
Vermont,1997-06-01,24365,52146,131.81,61.59,3211534
Vermont,1997-07-01,23923,51218,133.3,62.26,3189034
Vermont,1997-08-01,23710,50586,126.67,59.37,3003426
Vermont,1997-09-01,23135,49772,137.28,63.81,3176051
Delaware,1996-10-01,21326,57579,179.46,66.47,3827247
Delaware,1996-11-01,21421,57838,179.88,66.62,3853143
Delaware,1996-12-01,21437,57880,176.83,65.49,3790695
Delaware,1997-01-01,20698,55884,176.2,65.26,3647056
Delaware,1997-02-01,20825,56228,174.09,64.48,3625368
Delaware,1997-03-01,20234,54631,174.04,64.46,3521470
Delaware,1997-04-01,19448,52509,172.6,63.92,3356634
Delaware,1997-05-01,19106,51586,171.27,63.43,3272260
Delaware,1997-06-01,18873,50956,166.75,61.76,3147014
Delaware,1997-07-01,18595,50207,169.26,62.69,3147402
Delaware,1997-08-01,18288,49379,168.94,62.57,3089534
Delaware,1997-09-01,18214,49177,167.31,61.97,3047400
District of Columbia,1996-10-01,42918,94425,186.47,84.76,8003069
District of Columbia,1996-11-01,41883,92764,191.85,86.62,8035093
District of Columbia,1996-12-01,42164,93328,188.55,85.18,7950091
District of Columbia,1997-01-01,41862,92637,176.91,79.94,7405851
District of Columbia,1997-02-01,41525,90294,185.23,85.19,7691855
District of Columbia,1997-03-01,39567,89106,191.52,85.05,7578029
District of Columbia,1997-04-01,39212,88748,192.02,84.84,7529311
District of Columbia,1997-05-01,39204,88959,187.99,82.85,7369968
District of Columbia,1997-06-01,39096,88573,201.95,89.14,7895493
District of Columbia,1997-07-01,39347,89078,176.7,78.05,6952775
District of Columbia,1997-08-01,38908,88137,187.8,82.9,7306801
District of Columbia,1997-09-01,39188,88640,187.28,82.8,7339036
Maryland,1996-10-01,159002,360327,184.32,81.33,29306538
Maryland,1996-11-01,156667,354289,179.2,79.24,28074110
Maryland,1996-12-01,157152,354647,176.69,78.29,27766475
Maryland,1997-01-01,156097,353049,174.32,77.08,27211325
Maryland,1997-02-01,153578,360165,175.47,74.82,26948631
Maryland,1997-03-01,152609,360028,175.23,74.28,26741138
Maryland,1997-04-01,150910,354956,174.31,74.11,26305576
Maryland,1997-05-01,150121,375840,173.82,69.43,26094487
Maryland,1997-06-01,148474,349178,172.96,73.54,25680179
Maryland,1997-07-01,147483,346786,171.9,73.11,25352062
Maryland,1997-08-01,146595,344656,171.92,73.12,25202216
Maryland,1997-09-01,144231,339310,171.96,73.09,24801680
New Jersey,1996-10-01,224857,519632,182.48,78.96,41030851
New Jersey,1996-11-01,221259,511841,191.1,82.61,42281981
New Jersey,1996-12-01,220554,510583,181.12,78.24,39946319
New Jersey,1997-01-01,217550,503348,163.3,70.58,35526918
New Jersey,1997-02-01,216073,500215,175.53,75.82,37926515
New Jersey,1997-03-01,216087,499662,173.78,75.15,37550636
New Jersey,1997-04-01,212883,492182,176.79,76.47,37635840
New Jersey,1997-05-01,210297,486410,183.82,79.47,38657037
New Jersey,1997-06-01,207882,481146,163.9,70.81,34071511
New Jersey,1997-07-01,204708,473538,173.42,74.97,35499551
New Jersey,1997-08-01,202356,467349,187.0,80.97,37839675
New Jersey,1997-09-01,195176,450135,158.26,68.62,30887696
Pennsylvania,1996-10-01,462452,1051843,164.87,72.49,76246471
Pennsylvania,1996-11-01,459794,1054690,166.38,72.53,76498922
Pennsylvania,1996-12-01,455353,1042559,165.13,72.12,75194267
Pennsylvania,1997-01-01,449404,1027202,164.24,71.85,73807933
Pennsylvania,1997-02-01,449868,1035843,166.32,72.23,74822634
Pennsylvania,1997-03-01,442838,1014509,164.19,71.67,72711079
Pennsylvania,1997-04-01,441762,1018063,164.74,71.48,72774533
Pennsylvania,1997-05-01,435170,1002847,163.94,71.14,71342324
Pennsylvania,1997-06-01,429017,988666,164.2,71.25,70443973
Pennsylvania,1997-07-01,417404,953274,160.43,70.25,66965490
Pennsylvania,1997-08-01,418343,960959,161.74,70.41,67663546
Pennsylvania,1997-09-01,420597,955915,158.05,69.54,66475216
Virginia,1996-10-01,227016,516830,156.38,68.69,35501499
Virginia,1996-11-01,225152,512269,154.59,67.94,34805477
Virginia,1996-12-01,221370,503630,155.2,68.22,34356419
Virginia,1997-01-01,220377,502154,152.67,67.0,33644907
Virginia,1997-02-01,218692,498379,153.08,67.17,33477314
Virginia,1997-03-01,208950,483478,154.27,66.67,32234030
Virginia,1997-04-01,200454,468765,154.62,66.12,30993954
Virginia,1997-05-01,196653,460952,153.28,65.39,30142571
Virginia,1997-06-01,192780,452526,152.66,65.04,29430566
Virginia,1997-07-01,188829,443304,152.88,65.12,28869011
Virginia,1997-08-01,186559,438074,151.33,64.45,28232608
Virginia,1997-09-01,184284,432689,149.91,63.85,27625948
Virgin Islands,1996-10-01,7075,22422,326.99,103.18,2313432
Virgin Islands,1996-11-01,6935,21802,327.41,104.14,2270565
Virgin Islands,1996-12-01,6822,21812,331.71,103.75,2262901
Virgin Islands,1997-01-01,6441,21166,335.43,102.08,2160526
Virgin Islands,1997-02-01,6586,21051,328.56,102.79,2163869
Virgin Islands,1997-03-01,6296,20380,336.75,104.03,2120179
Virgin Islands,1997-04-01,6109,19855,329.9,101.5,2015380
Virgin Islands,1997-05-01,6016,19286,328.11,102.35,1973886
Virgin Islands,1997-06-01,5919,19054,328.88,102.17,1946662
Virgin Islands,1997-07-01,5903,18838,324.87,101.8,1917717
Virgin Islands,1997-08-01,5815,18194,320.77,102.52,1865252
Virgin Islands,1997-09-01,5822,18105,317.53,102.11,1848644
West Virginia,1996-10-01,119092,292577,171.65,69.87,20442406
West Virginia,1996-11-01,118647,291231,171.66,69.94,20367338
West Virginia,1996-12-01,119945,294564,171.1,69.67,20522011
West Virginia,1997-01-01,118909,291943,170.67,69.51,20293685
West Virginia,1997-02-01,118871,291579,172.45,70.31,20499799
West Virginia,1997-03-01,118773,291139,171.29,69.88,20344676
West Virginia,1997-04-01,118060,288831,170.86,69.84,20171579
West Virginia,1997-05-01,116098,284584,170.24,69.45,19764652
West Virginia,1997-06-01,115863,283862,169.43,69.16,19630615
West Virginia,1997-07-01,114057,279105,167.58,68.48,19114225
West Virginia,1997-08-01,113298,276791,167.2,68.44,18943413
West Virginia,1997-09-01,113929,278210,166.5,68.18,18969687
Alabama,1996-10-01,201523,501578,180.11,72.37,36297223
Alabama,1996-11-01,198803,495776,177.53,71.19,35293289
Alabama,1996-12-01,196953,492478,178.12,71.23,35080998
Alabama,1997-01-01,194956,487669,173.66,69.42,33855288
Alabama,1997-02-01,192274,481653,172.65,68.92,33195447
Alabama,1997-03-01,186093,470249,177.58,70.27,33046185
Alabama,1997-04-01,181159,459533,176.06,69.41,31894181
Alabama,1997-05-01,178508,453808,175.59,69.07,31344957
Alabama,1997-06-01,176585,450209,175.27,68.75,30950327
Alabama,1997-07-01,175889,448416,175.39,68.8,30849408
Alabama,1997-08-01,174662,445524,174.53,68.42,30483720
Alabama,1997-09-01,173946,444318,175.52,68.71,30531087
Florida,1996-10-01,580577,1342000,179.63,77.71,104286336
Florida,1996-11-01,565529,1311147,177.16,76.41,100189173
Florida,1996-12-01,559435,1295006,176.19,76.11,98565503
Florida,1997-01-01,542741,1254370,171.43,74.17,93041524
Florida,1997-02-01,528167,1220646,171.57,74.24,90618296
Florida,1997-03-01,513919,1193306,171.27,73.76,88018846
Florida,1997-04-01,497669,1138264,169.42,74.07,84315616
Florida,1997-05-01,488501,1138264,168.85,72.46,82483554
Florida,1997-06-01,484615,1130137,168.7,72.34,81756727
Florida,1997-07-01,479630,1119191,169.1,72.47,81106279
Florida,1997-08-01,474271,1108047,169.78,72.67,80520860
Florida,1997-09-01,450356,1049593,169.36,72.67,76274031
Georgia,1996-10-01,313885,764335,179.88,73.87,56460362
Georgia,1996-11-01,309518,754662,177.52,72.81,54945328
Georgia,1996-12-01,305913,746116,177.81,72.9,54393046
Georgia,1997-01-01,300581,735016,174.95,71.54,52585419
Georgia,1997-02-01,292825,716771,174.17,71.15,51001320
Georgia,1997-03-01,282848,696003,174.86,71.06,49458507
Georgia,1997-04-01,273678,676725,173.55,70.19,47497055
Georgia,1997-05-01,269659,667026,174.7,70.62,47108521
Georgia,1997-06-01,267243,661439,173.73,70.19,46429256
Georgia,1997-07-01,264166,654304,172.86,69.79,45663614
Georgia,1997-08-01,264520,655893,172.36,69.51,45593330
Georgia,1997-09-01,264870,651581,173.21,70.41,45877505
Kentucky,1996-10-01,181215,465654,182.7,71.1,33107455
Kentucky,1996-11-01,179266,460948,180.28,70.11,32318563
Kentucky,1996-12-01,178911,459433,180.99,70.48,32380509
Kentucky,1997-01-01,179994,461884,179.06,69.78,32229020
Kentucky,1997-02-01,177291,455201,179.96,70.09,31904527
Kentucky,1997-03-01,177499,456779,182.26,70.82,32350921
Kentucky,1997-04-01,172752,445256,179.28,69.56,30971526
Kentucky,1997-05-01,169995,433087,177.89,69.83,30241003
Kentucky,1997-06-01,168434,430699,175.96,68.81,29636952
Kentucky,1997-07-01,166607,423930,174.44,68.55,29062197
Kentucky,1997-08-01,165346,421147,174.16,68.38,28796655
Kentucky,1997-09-01,164880,419043,173.66,68.33,28633247
Mississippi,1996-10-01,169214,428708,171.84,67.83,29077719
Mississippi,1996-11-01,168085,428514,172.55,67.68,29002521
Mississippi,1996-12-01,166290,423956,170.57,66.91,28364778
Mississippi,1997-01-01,162096,413465,166.92,65.44,27057160
Mississippi,1997-02-01,159965,410645,169.61,66.07,27131591
Mississippi,1997-03-01,156236,401328,166.18,64.69,25962908
Mississippi,1997-04-01,154286,398744,169.06,65.41,26082847
Mississippi,1997-05-01,151479,392750,167.4,64.56,25357004
Mississippi,1997-06-01,148548,384979,165.94,64.03,24649390
Mississippi,1997-07-01,144009,370830,161.36,62.66,23237008
